time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-16 17:00:00,4.222888888888891,0.22899999999999995,234.6438888888889,18.1,0.0,0.5277777777777778,16.86111111111111
2006-12-16 18:00:00,3.6322,0.08003333333333332,234.58016666666666,15.6,0.0,6.716666666666667,16.866666666666667
2006-12-16 19:00:00,3.4002333333333334,0.08523333333333337,233.2325,14.503333333333323,0.0,1.4333333333333333,16.683333333333334
2006-12-16 20:00:00,3.268566666666666,0.0751,234.07149999999996,13.91666666666667,0.0,0.0,16.783333333333335
2006-12-16 21:00:00,3.0564666666666667,0.07666666666666669,237.15866666666665,13.046666666666663,0.0,0.4166666666666667,17.216666666666665
2006-12-16 22:00:00,2.200133333333334,0.05616666666666668,238.75999999999996,9.523333333333339,0.0,0.13333333333333333,4.433333333333334
2006-12-16 23:00:00,2.0616000000000003,0.07143333333333336,240.61966666666657,8.896666666666665,0.0,0.08333333333333333,0.0
2006-12-17 00:00:00,1.8824666666666674,0.10243333333333332,240.96183333333332,8.126666666666667,0.0,0.4666666666666667,0.0
2006-12-17 01:00:00,3.3494000000000006,0.1369333333333333,240.4483333333333,14.24666666666667,0.0,25.233333333333334,0.0
2006-12-17 02:00:00,1.5872666666666668,0.07823333333333334,245.8186666666667,6.870000000000003,0.0,0.5666666666666667,0.0
2006-12-17 03:00:00,1.6622000000000001,0.0795333333333333,244.5135,7.206666666666669,0.0,0.7666666666666667,0.0
2006-12-17 04:00:00,2.215766666666666,0.09346666666666664,243.8555,9.33333333333333,0.0,0.5666666666666667,8.883333333333333
2006-12-17 05:00:00,1.996733333333334,0.06023333333333334,243.7101666666666,8.566666666666666,0.0,0.16666666666666666,4.65
2006-12-17 06:00:00,1.3033,0.09483333333333331,244.1415,5.530000000000002,0.0,0.7166666666666667,0.0
2006-12-17 07:00:00,1.6200333333333339,0.0598,241.84566666666666,6.803333333333332,0.0,0.16666666666666666,0.0
2006-12-17 08:00:00,1.8905666666666672,0.11856666666666667,241.31150000000005,8.049999999999999,0.0,0.75,0.0
2006-12-17 09:00:00,2.549066666666667,0.07923333333333334,238.84783333333337,10.973333333333336,0.0,7.316666666666666,0.0
2006-12-17 10:00:00,3.6289000000000002,0.19459999999999997,235.44099999999995,15.533333333333339,8.883333333333333,22.35,16.15
2006-12-17 11:00:00,2.4710000000000005,0.20070000000000002,236.9246666666667,10.493333333333341,9.45,5.016666666666667,17.183333333333334
2006-12-17 12:00:00,1.9158666666666664,0.2940333333333333,237.78466666666657,8.13666666666666,0.0,0.5333333333333333,17.316666666666666
2006-12-17 13:00:00,1.660766666666667,0.1715333333333333,239.92066666666662,6.923333333333335,0.0,0.05,17.616666666666667
2006-12-17 14:00:00,2.092633333333333,0.2574,244.04566666666662,8.600000000000005,0.0,0.3333333333333333,18.233333333333334
2006-12-17 15:00:00,2.9854000000000007,0.08860000000000001,240.48083333333335,12.426666666666666,6.966666666666667,0.2,17.7
2006-12-17 16:00:00,3.326033333333334,0.0931333333333333,236.78183333333328,14.006666666666655,8.583333333333334,0.06666666666666667,17.166666666666668
2006-12-17 17:00:00,3.406766666666668,0.16663333333333336,234.22983333333335,14.509999999999996,0.0,0.4666666666666667,16.816666666666666
2006-12-17 18:00:00,3.697099999999999,0.1350666666666667,234.37233333333324,15.75,0.0,0.0,16.833333333333332
2006-12-17 19:00:00,2.9084000000000003,0.26516666666666666,233.19566666666665,12.51666666666667,0.0,0.5166666666666667,16.683333333333334
2006-12-17 20:00:00,3.3615,0.27149999999999996,236.42649999999998,14.276666666666666,0.0,1.1166666666666667,17.116666666666667
2006-12-17 21:00:00,3.040766666666666,0.26796666666666674,239.10416666666669,12.716666666666663,0.0,1.2,17.5
2006-12-17 22:00:00,1.518,0.23536666666666667,242.19233333333332,6.383333333333335,0.0,0.4166666666666667,2.5
2006-12-17 23:00:00,0.4377333333333335,0.22180000000000002,245.73399999999998,1.9966666666666681,0.0,0.8,0.0
